file_path,file_name,split,class_name,species,width,height,aspect_ratio,mode,format,size_kb,is_valid
data\train\cat - abyssinian\Abyssinian_207_jpg.rf.8f1f665e3b1d66506500b37e4aacb8b0.jpg,Abyssinian_207_jpg.rf.8f1f665e3b1d66506500b37e4aacb8b0.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.2822265625,True
data\train\cat - abyssinian\Abyssinian_207_jpg.rf.b6d693151e7e3324b0825b6277c271f2.jpg,Abyssinian_207_jpg.rf.b6d693151e7e3324b0825b6277c271f2.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.908203125,True
data\train\cat - abyssinian\Abyssinian_207_jpg.rf.cf9c19982b76d1202bca712a76db232f.jpg,Abyssinian_207_jpg.rf.cf9c19982b76d1202bca712a76db232f.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.19921875,True
data\train\cat - abyssinian\Abyssinian_210_jpg.rf.7cb4c95b28cf1042bb8d4702c6484361.jpg,Abyssinian_210_jpg.rf.7cb4c95b28cf1042bb8d4702c6484361.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,5.4658203125,True
data\train\cat - abyssinian\Abyssinian_210_jpg.rf.7f9c53f1d8b60518e9fa3dd55241c0de.jpg,Abyssinian_210_jpg.rf.7f9c53f1d8b60518e9fa3dd55241c0de.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,5.1630859375,True
data\train\cat - abyssinian\Abyssinian_210_jpg.rf.ca85ddbaca5686fce7f28cc517c5babe.jpg,Abyssinian_210_jpg.rf.ca85ddbaca5686fce7f28cc517c5babe.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,5.171875,True
data\train\cat - abyssinian\Abyssinian_213_jpg.rf.0c9ef63da632d4d50e5425e7c663ff90.jpg,Abyssinian_213_jpg.rf.0c9ef63da632d4d50e5425e7c663ff90.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.115234375,True
data\train\cat - abyssinian\Abyssinian_213_jpg.rf.3e89e092aac5e8c0854a9557c74bd352.jpg,Abyssinian_213_jpg.rf.3e89e092aac5e8c0854a9557c74bd352.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,6.7216796875,True
data\train\cat - abyssinian\Abyssinian_213_jpg.rf.859dc7ba67741a7cfa98f834a31cfc11.jpg,Abyssinian_213_jpg.rf.859dc7ba67741a7cfa98f834a31cfc11.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.626953125,True
data\train\cat - abyssinian\Abyssinian_215_jpg.rf.45e72da349f6d1c4182324fb7b5e6d5f.jpg,Abyssinian_215_jpg.rf.45e72da349f6d1c4182324fb7b5e6d5f.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,9.1328125,True
data\train\cat - abyssinian\Abyssinian_215_jpg.rf.f132dc88d52b23b4579f59bdd03b2468.jpg,Abyssinian_215_jpg.rf.f132dc88d52b23b4579f59bdd03b2468.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.81640625,True
data\train\cat - abyssinian\Abyssinian_215_jpg.rf.f4a8cea9568c088d46da2aac497017ca.jpg,Abyssinian_215_jpg.rf.f4a8cea9568c088d46da2aac497017ca.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.873046875,True
data\train\cat - abyssinian\Abyssinian_216_jpg.rf.325d6a28752778b9522fc31a0f1dc359.jpg,Abyssinian_216_jpg.rf.325d6a28752778b9522fc31a0f1dc359.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.2236328125,True
data\train\cat - abyssinian\Abyssinian_216_jpg.rf.e40a3c48495fe8d09d85a780650d07e5.jpg,Abyssinian_216_jpg.rf.e40a3c48495fe8d09d85a780650d07e5.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.048828125,True
data\train\cat - abyssinian\Abyssinian_216_jpg.rf.ffa7fa8fdc6dc99b9fe725ef7f877dea.jpg,Abyssinian_216_jpg.rf.ffa7fa8fdc6dc99b9fe725ef7f877dea.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.03515625,True
data\train\cat - abyssinian\Abyssinian_217_jpg.rf.0d4794ddfd79289c04290be981208753.jpg,Abyssinian_217_jpg.rf.0d4794ddfd79289c04290be981208753.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,10.26953125,True
data\train\cat - abyssinian\Abyssinian_217_jpg.rf.19e05ee781885f1623c5e578dddb52a8.jpg,Abyssinian_217_jpg.rf.19e05ee781885f1623c5e578dddb52a8.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,10.0380859375,True
data\train\cat - abyssinian\Abyssinian_217_jpg.rf.c62b69ac356f7f393c24ee92025c1449.jpg,Abyssinian_217_jpg.rf.c62b69ac356f7f393c24ee92025c1449.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,10.0849609375,True
data\train\cat - abyssinian\Abyssinian_219_jpg.rf.084d64b17e9a71eea3f2a699da2d3282.jpg,Abyssinian_219_jpg.rf.084d64b17e9a71eea3f2a699da2d3282.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.2216796875,True
data\train\cat - abyssinian\Abyssinian_219_jpg.rf.2c46a437662cc9257ae992012539bca4.jpg,Abyssinian_219_jpg.rf.2c46a437662cc9257ae992012539bca4.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.0703125,True
data\train\cat - abyssinian\Abyssinian_219_jpg.rf.92e378dac7e1c2978508887fb80a5372.jpg,Abyssinian_219_jpg.rf.92e378dac7e1c2978508887fb80a5372.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.1591796875,True
data\train\cat - abyssinian\Abyssinian_21_jpg.rf.42e3e3c01dfa293965a2c6e835442160.jpg,Abyssinian_21_jpg.rf.42e3e3c01dfa293965a2c6e835442160.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.666015625,True
data\train\cat - abyssinian\Abyssinian_21_jpg.rf.9bb1883e015df46a510f53157cfedd36.jpg,Abyssinian_21_jpg.rf.9bb1883e015df46a510f53157cfedd36.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.609375,True
data\train\cat - abyssinian\Abyssinian_21_jpg.rf.f5735073a91ed5fc167c837d1c9e640c.jpg,Abyssinian_21_jpg.rf.f5735073a91ed5fc167c837d1c9e640c.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.9296875,True
data\train\cat - abyssinian\Abyssinian_220_jpg.rf.a7f79f273c4f028454133c10c96850e7.jpg,Abyssinian_220_jpg.rf.a7f79f273c4f028454133c10c96850e7.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.30078125,True
data\train\cat - abyssinian\Abyssinian_220_jpg.rf.bcca30d6388725cbb5fb6e113fe76a6d.jpg,Abyssinian_220_jpg.rf.bcca30d6388725cbb5fb6e113fe76a6d.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.4384765625,True
data\train\cat - abyssinian\Abyssinian_220_jpg.rf.f75e09eada0f10a33a173b9b7ec025f0.jpg,Abyssinian_220_jpg.rf.f75e09eada0f10a33a173b9b7ec025f0.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.751953125,True
data\train\cat - abyssinian\Abyssinian_221_jpg.rf.0a7799df3fcae16dbddc7fddbc60a90d.jpg,Abyssinian_221_jpg.rf.0a7799df3fcae16dbddc7fddbc60a90d.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,9.2666015625,True
data\train\cat - abyssinian\Abyssinian_221_jpg.rf.86de8c0034d19b7c52c4f8a665a996c6.jpg,Abyssinian_221_jpg.rf.86de8c0034d19b7c52c4f8a665a996c6.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,9.2275390625,True
data\train\cat - abyssinian\Abyssinian_221_jpg.rf.998e19c0396bfa0f8ea6e3f16c8438f9.jpg,Abyssinian_221_jpg.rf.998e19c0396bfa0f8ea6e3f16c8438f9.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,9.1357421875,True
data\train\cat - abyssinian\Abyssinian_223_jpg.rf.44b09dda76fe755ef8a85d329fd4f8aa.jpg,Abyssinian_223_jpg.rf.44b09dda76fe755ef8a85d329fd4f8aa.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.0771484375,True
data\train\cat - abyssinian\Abyssinian_223_jpg.rf.a0066643412cf1dbd3851f7ed2bb7bfb.jpg,Abyssinian_223_jpg.rf.a0066643412cf1dbd3851f7ed2bb7bfb.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.2373046875,True
data\train\cat - abyssinian\Abyssinian_223_jpg.rf.b7c8f901a22ce292cf9b6636d907cdf0.jpg,Abyssinian_223_jpg.rf.b7c8f901a22ce292cf9b6636d907cdf0.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,6.8935546875,True
data\train\cat - abyssinian\Abyssinian_224_jpg.rf.bf3d5402c24a1bbc8f1d50d5d69df6cb.jpg,Abyssinian_224_jpg.rf.bf3d5402c24a1bbc8f1d50d5d69df6cb.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.51953125,True
data\train\cat - abyssinian\Abyssinian_224_jpg.rf.f2abc9adba7b778bfaf949479f2645c5.jpg,Abyssinian_224_jpg.rf.f2abc9adba7b778bfaf949479f2645c5.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.224609375,True
data\train\cat - abyssinian\Abyssinian_224_jpg.rf.f76daf9eae61655c392bd8ee50c827ce.jpg,Abyssinian_224_jpg.rf.f76daf9eae61655c392bd8ee50c827ce.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.3486328125,True
data\train\cat - abyssinian\Abyssinian_225_jpg.rf.1a0632fb119d02e02e282d456f2de5d0.jpg,Abyssinian_225_jpg.rf.1a0632fb119d02e02e282d456f2de5d0.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.265625,True
data\train\cat - abyssinian\Abyssinian_225_jpg.rf.527019115be433c802dfd674c60719d3.jpg,Abyssinian_225_jpg.rf.527019115be433c802dfd674c60719d3.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.3759765625,True
data\train\cat - abyssinian\Abyssinian_225_jpg.rf.55fece8fed0687ed2423511ae2f9655f.jpg,Abyssinian_225_jpg.rf.55fece8fed0687ed2423511ae2f9655f.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.330078125,True
data\train\cat - abyssinian\Abyssinian_228_jpg.rf.329a03bc633cc25c9364cd94431c65c6.jpg,Abyssinian_228_jpg.rf.329a03bc633cc25c9364cd94431c65c6.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.138671875,True
data\train\cat - abyssinian\Abyssinian_228_jpg.rf.9b740a72b50047df3a364ad56eaa2293.jpg,Abyssinian_228_jpg.rf.9b740a72b50047df3a364ad56eaa2293.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.5947265625,True
data\train\cat - abyssinian\Abyssinian_228_jpg.rf.e86d1b68d99aa5dc03280629acd9b4bc.jpg,Abyssinian_228_jpg.rf.e86d1b68d99aa5dc03280629acd9b4bc.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.3330078125,True
data\train\cat - abyssinian\Abyssinian_22_jpg.rf.5ba034ff00ba1d597120f9b81eae9498.jpg,Abyssinian_22_jpg.rf.5ba034ff00ba1d597120f9b81eae9498.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,10.2705078125,True
data\train\cat - abyssinian\Abyssinian_22_jpg.rf.aaadb5430340b6390259f37a463e2024.jpg,Abyssinian_22_jpg.rf.aaadb5430340b6390259f37a463e2024.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,10.4462890625,True
data\train\cat - abyssinian\Abyssinian_22_jpg.rf.bf8c6e59d647641012563401405b2060.jpg,Abyssinian_22_jpg.rf.bf8c6e59d647641012563401405b2060.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,10.4033203125,True
data\train\cat - abyssinian\Abyssinian_230_jpg.rf.5e5711dc432e3d0d7deab4eeee6b1c93.jpg,Abyssinian_230_jpg.rf.5e5711dc432e3d0d7deab4eeee6b1c93.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.140625,True
data\train\cat - abyssinian\Abyssinian_230_jpg.rf.9874df969282f55255940a230c46f92b.jpg,Abyssinian_230_jpg.rf.9874df969282f55255940a230c46f92b.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.41015625,True
data\train\cat - abyssinian\Abyssinian_230_jpg.rf.fd61f968cd16ba194e6835efb43f223d.jpg,Abyssinian_230_jpg.rf.fd61f968cd16ba194e6835efb43f223d.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.099609375,True
data\train\cat - abyssinian\Abyssinian_232_jpg.rf.0836a0004c4ffdcc73bc20ec252900e3.jpg,Abyssinian_232_jpg.rf.0836a0004c4ffdcc73bc20ec252900e3.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.4375,True
data\train\cat - abyssinian\Abyssinian_232_jpg.rf.a82f70033a6f892f43350ed427f54d2f.jpg,Abyssinian_232_jpg.rf.a82f70033a6f892f43350ed427f54d2f.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,9.080078125,True
data\train\cat - abyssinian\Abyssinian_232_jpg.rf.f38e427c1ee7caac5e3bf2ea316e7f80.jpg,Abyssinian_232_jpg.rf.f38e427c1ee7caac5e3bf2ea316e7f80.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,9.0166015625,True
data\train\cat - abyssinian\Abyssinian_24_jpg.rf.80a0fed4d99167ec30ec498dacf27c2f.jpg,Abyssinian_24_jpg.rf.80a0fed4d99167ec30ec498dacf27c2f.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,5.82421875,True
data\train\cat - abyssinian\Abyssinian_24_jpg.rf.8906970514a9d06f8e116f880775ef1c.jpg,Abyssinian_24_jpg.rf.8906970514a9d06f8e116f880775ef1c.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,5.814453125,True
data\train\cat - abyssinian\Abyssinian_24_jpg.rf.f205a0ba928b6015d615d907c1762e5f.jpg,Abyssinian_24_jpg.rf.f205a0ba928b6015d615d907c1762e5f.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,5.619140625,True
data\train\cat - abyssinian\Abyssinian_25_jpg.rf.7f88bb2431b2aefe078e6cbdb6349fed.jpg,Abyssinian_25_jpg.rf.7f88bb2431b2aefe078e6cbdb6349fed.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.1484375,True
data\train\cat - abyssinian\Abyssinian_25_jpg.rf.bdab9d404316ec87bdd967248f62ede6.jpg,Abyssinian_25_jpg.rf.bdab9d404316ec87bdd967248f62ede6.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.923828125,True
data\train\cat - abyssinian\Abyssinian_25_jpg.rf.fa362be52767cf9dcba9355f5630716c.jpg,Abyssinian_25_jpg.rf.fa362be52767cf9dcba9355f5630716c.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.72265625,True
data\train\cat - abyssinian\Abyssinian_26_jpg.rf.65d15ed75807790d137634050d2d9c15.jpg,Abyssinian_26_jpg.rf.65d15ed75807790d137634050d2d9c15.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,9.9453125,True
data\train\cat - abyssinian\Abyssinian_26_jpg.rf.aed7132e77279718f6f13cba379a9bfb.jpg,Abyssinian_26_jpg.rf.aed7132e77279718f6f13cba379a9bfb.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,9.6083984375,True
data\train\cat - abyssinian\Abyssinian_26_jpg.rf.b7fda1c3b521a1da44ae050dcf6f1512.jpg,Abyssinian_26_jpg.rf.b7fda1c3b521a1da44ae050dcf6f1512.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,9.908203125,True
data\train\cat - abyssinian\Abyssinian_27_jpg.rf.78424a9356b8409d64e1eafaa76493b9.jpg,Abyssinian_27_jpg.rf.78424a9356b8409d64e1eafaa76493b9.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.7978515625,True
data\train\cat - abyssinian\Abyssinian_27_jpg.rf.9b116347c8902c1ebca0b51259d1c0ad.jpg,Abyssinian_27_jpg.rf.9b116347c8902c1ebca0b51259d1c0ad.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.5771484375,True
data\train\cat - abyssinian\Abyssinian_27_jpg.rf.f2f84680073a4429f231d6c2e21e487e.jpg,Abyssinian_27_jpg.rf.f2f84680073a4429f231d6c2e21e487e.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.677734375,True
data\train\cat - abyssinian\Abyssinian_29_jpg.rf.23f4dbee7ae0baf7dc92633a5261f394.jpg,Abyssinian_29_jpg.rf.23f4dbee7ae0baf7dc92633a5261f394.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.99609375,True
data\train\cat - abyssinian\Abyssinian_29_jpg.rf.4ce911ff538877f4d7e223fe0768c03d.jpg,Abyssinian_29_jpg.rf.4ce911ff538877f4d7e223fe0768c03d.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.708984375,True
data\train\cat - abyssinian\Abyssinian_29_jpg.rf.acd49083e9b6e0a1958d183a8b6f3174.jpg,Abyssinian_29_jpg.rf.acd49083e9b6e0a1958d183a8b6f3174.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.69921875,True
data\train\cat - abyssinian\Abyssinian_2_jpg.rf.10ba6335c123a1cca7054692d0a744e0.jpg,Abyssinian_2_jpg.rf.10ba6335c123a1cca7054692d0a744e0.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,5.1904296875,True
data\train\cat - abyssinian\Abyssinian_2_jpg.rf.70eba17e4495fc003c9c8a7e6aeb98ed.jpg,Abyssinian_2_jpg.rf.70eba17e4495fc003c9c8a7e6aeb98ed.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,5.3515625,True
data\train\cat - abyssinian\Abyssinian_2_jpg.rf.c5f74f0e662bb8791065f5310efa58f7.jpg,Abyssinian_2_jpg.rf.c5f74f0e662bb8791065f5310efa58f7.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,4.9638671875,True
data\train\cat - abyssinian\Abyssinian_32_jpg.rf.7ab53b75e2fd6abb8aa3a7b75c48b011.jpg,Abyssinian_32_jpg.rf.7ab53b75e2fd6abb8aa3a7b75c48b011.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.7734375,True
data\train\cat - abyssinian\Abyssinian_32_jpg.rf.adb639c3d2aaf5c656af809a50f9cb39.jpg,Abyssinian_32_jpg.rf.adb639c3d2aaf5c656af809a50f9cb39.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.998046875,True
data\train\cat - abyssinian\Abyssinian_32_jpg.rf.b8fa36f4ef1183ecd22dafad6320fdad.jpg,Abyssinian_32_jpg.rf.b8fa36f4ef1183ecd22dafad6320fdad.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.73046875,True
data\train\cat - abyssinian\Abyssinian_34_jpg.rf.333a9b634919e11d892e5a2ed73bbae4.jpg,Abyssinian_34_jpg.rf.333a9b634919e11d892e5a2ed73bbae4.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.8095703125,True
data\train\cat - abyssinian\Abyssinian_34_jpg.rf.77944f095cd43036c93d4b15f7ee3e23.jpg,Abyssinian_34_jpg.rf.77944f095cd43036c93d4b15f7ee3e23.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.8642578125,True
data\train\cat - abyssinian\Abyssinian_34_jpg.rf.8e6089fe866b5ac71ffbf01a25b49579.jpg,Abyssinian_34_jpg.rf.8e6089fe866b5ac71ffbf01a25b49579.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.40625,True
data\train\cat - abyssinian\Abyssinian_36_jpg.rf.676932f3439888e980990031d17a1af2.jpg,Abyssinian_36_jpg.rf.676932f3439888e980990031d17a1af2.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,11.0537109375,True
data\train\cat - abyssinian\Abyssinian_36_jpg.rf.8994f20b3e24a3bf5b10ee02adab0ce1.jpg,Abyssinian_36_jpg.rf.8994f20b3e24a3bf5b10ee02adab0ce1.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,11.2119140625,True
data\train\cat - abyssinian\Abyssinian_36_jpg.rf.921cf2ed4ea9514d200edebab2beb6c2.jpg,Abyssinian_36_jpg.rf.921cf2ed4ea9514d200edebab2beb6c2.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,10.916015625,True
data\train\cat - abyssinian\Abyssinian_37_jpg.rf.80b0a059c50a616752e163ef57b16a59.jpg,Abyssinian_37_jpg.rf.80b0a059c50a616752e163ef57b16a59.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,10.423828125,True
data\train\cat - abyssinian\Abyssinian_37_jpg.rf.922a7e5741620887a6a7777c5fb56b4f.jpg,Abyssinian_37_jpg.rf.922a7e5741620887a6a7777c5fb56b4f.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,10.3046875,True
data\train\cat - abyssinian\Abyssinian_37_jpg.rf.f59969b37f2958eb8974527a846db991.jpg,Abyssinian_37_jpg.rf.f59969b37f2958eb8974527a846db991.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,10.2216796875,True
data\train\cat - abyssinian\Abyssinian_3_jpg.rf.126f94e8e6b14ddb604aec9d93639979.jpg,Abyssinian_3_jpg.rf.126f94e8e6b14ddb604aec9d93639979.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,4.7099609375,True
data\train\cat - abyssinian\Abyssinian_3_jpg.rf.3a2ffe4b425282b367da3a73d3a2bde9.jpg,Abyssinian_3_jpg.rf.3a2ffe4b425282b367da3a73d3a2bde9.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,4.6357421875,True
data\train\cat - abyssinian\Abyssinian_3_jpg.rf.fb646a674ea97bae127ee0f9ddc7dc8c.jpg,Abyssinian_3_jpg.rf.fb646a674ea97bae127ee0f9ddc7dc8c.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,4.8251953125,True
data\train\cat - abyssinian\Abyssinian_43_jpg.rf.8eaca12224e344ab1336ad8cd7a0db11.jpg,Abyssinian_43_jpg.rf.8eaca12224e344ab1336ad8cd7a0db11.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,6.876953125,True
data\train\cat - abyssinian\Abyssinian_43_jpg.rf.c758d8296047a755c27b19ef1ef7aff2.jpg,Abyssinian_43_jpg.rf.c758d8296047a755c27b19ef1ef7aff2.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,6.7978515625,True
data\train\cat - abyssinian\Abyssinian_43_jpg.rf.e5ce35abdd81b0176c320f49a7aff2f6.jpg,Abyssinian_43_jpg.rf.e5ce35abdd81b0176c320f49a7aff2f6.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,6.9150390625,True
data\train\cat - abyssinian\Abyssinian_44_jpg.rf.52c6d99f5264539ff996f4a21acb23e6.jpg,Abyssinian_44_jpg.rf.52c6d99f5264539ff996f4a21acb23e6.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,6.7978515625,True
data\train\cat - abyssinian\Abyssinian_44_jpg.rf.6c3d8ea06ad9d4e79f533d985f06e1ca.jpg,Abyssinian_44_jpg.rf.6c3d8ea06ad9d4e79f533d985f06e1ca.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,6.5791015625,True
data\train\cat - abyssinian\Abyssinian_44_jpg.rf.9f1e3e7027597c0270c9828aca3ff8d3.jpg,Abyssinian_44_jpg.rf.9f1e3e7027597c0270c9828aca3ff8d3.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,6.55078125,True
data\train\cat - abyssinian\Abyssinian_47_jpg.rf.3ace54f42ad979673a1c40bb271d755d.jpg,Abyssinian_47_jpg.rf.3ace54f42ad979673a1c40bb271d755d.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.8486328125,True
data\train\cat - abyssinian\Abyssinian_47_jpg.rf.65cbfbd6c0c70e20cef139e72031c3c6.jpg,Abyssinian_47_jpg.rf.65cbfbd6c0c70e20cef139e72031c3c6.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.0419921875,True
data\train\cat - abyssinian\Abyssinian_47_jpg.rf.8294945c519fadb4846ac22fb8122e65.jpg,Abyssinian_47_jpg.rf.8294945c519fadb4846ac22fb8122e65.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.98828125,True
data\train\cat - abyssinian\Abyssinian_48_jpg.rf.5386bb1aa0d66d99639bc5fe9b1faebc.jpg,Abyssinian_48_jpg.rf.5386bb1aa0d66d99639bc5fe9b1faebc.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.09375,True
data\train\cat - abyssinian\Abyssinian_48_jpg.rf.56d3d32696348e9e084bbacf91f4516b.jpg,Abyssinian_48_jpg.rf.56d3d32696348e9e084bbacf91f4516b.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.3212890625,True
data\train\cat - abyssinian\Abyssinian_48_jpg.rf.b13df53efd799cdf94d83df73546a3de.jpg,Abyssinian_48_jpg.rf.b13df53efd799cdf94d83df73546a3de.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,8.0419921875,True
data\train\cat - abyssinian\Abyssinian_49_jpg.rf.8b997bc3bbcd624e05c5f94fe3f93181.jpg,Abyssinian_49_jpg.rf.8b997bc3bbcd624e05c5f94fe3f93181.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.0185546875,True
data\train\cat - abyssinian\Abyssinian_49_jpg.rf.a89b0cd2e1eba53b777c4d6a4bdaf0ea.jpg,Abyssinian_49_jpg.rf.a89b0cd2e1eba53b777c4d6a4bdaf0ea.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.0234375,True
data\train\cat - abyssinian\Abyssinian_49_jpg.rf.b25900fe3abc5a1864186502794d03e9.jpg,Abyssinian_49_jpg.rf.b25900fe3abc5a1864186502794d03e9.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,7.2470703125,True
data\train\cat - abyssinian\Abyssinian_4_jpg.rf.3fae7c3677a5f087b357eba30533e080.jpg,Abyssinian_4_jpg.rf.3fae7c3677a5f087b357eba30533e080.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,4.9111328125,True
data\train\cat - abyssinian\Abyssinian_4_jpg.rf.4fa640d1ec3647ed486c033d6ea21586.jpg,Abyssinian_4_jpg.rf.4fa640d1ec3647ed486c033d6ea21586.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,4.0791015625,True
data\train\cat - abyssinian\Abyssinian_4_jpg.rf.f874aea98723efeeaf2f07c5445e69a4.jpg,Abyssinian_4_jpg.rf.f874aea98723efeeaf2f07c5445e69a4.jpg,train,cat - abyssinian,cat,224,224,1.0,RGB,JPEG,4.23046875,True
